Nazwa|Cena|Stan nieruchomości|Pow. całkowita|Pow. użytkowa|Piętro|Liczba pięter|Liczba poziomów mieszkania|Typ kuchni|Liczba łazienek|Pow. łazienki|łazienka razem z WC|Balkon|Taras|Rynek|Dostępne od|Forma własności|Rodzaj umowy|Typ budynku|Materiał budowlany|Rok budowy|Stan budynku|Ogrzewanie|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Inwestycja|Pow. ogródka|Liczba sypialni|Pow. tarasu|Pow. loggii|Wysokość wnętrza|Stolarka okienna|Pow. balkonu|Dodatkowe koszty|Cena do negocjacji|Typ nieruchomości|Typ domu|Pow. działki|Lokalizacja garażu
NOWE 3 POKOJE Z OGRÓDKIEM|733 269 zł||61,05 m²|||5||||||||Wtórny|||||||||19.03.2024|17.03.2024|morizon-HEX115004|72|0||||||||||||||
Mieszkanie do własnego użytku lub pod wynajem|750 000 zł||57 m²||4/4|4||||||Tak||Wtórny||||Blok Mieszkalny||1980||Co Miejskie|20.02.2023|05.04.2024|morizon-851793413|396|0||||||||||||||
2 pokoje w Letnicy|760 000 zł||37 m²||9/17|17||||||||Wtórny||||||2020|||30.12.2023|07.04.2024|morizon-484224|267|0||||||||||||||
Apartament gotowy na wynajem BASTION WAŁOWA|780 000 zł||38,41 m²||3/5|5||||||Tak|Nie|Wtórny||||Apartamentowiec|Konstrukcja żelbetowa|2020||Co Miejskie|11.12.2023|19.03.2024|morizon-PAN695774|324|0|||1|||||||||||
W centrum, widok na panoramę Gdańska|799 000 zł||40,50 m²||5/5|5||||||Tak||Wtórny||||Blok Mieszkalny|Pustak|2013||Co Miejskie|20.12.2023|27.03.2024|morizon-396185|259|0|||1|||||||||||
Słoneczne 2 pokoje z dużym tarasem na Brzeźnie|844 250 zł||33,77 m²||1/3|3|||||||Tak|Pierwotny|2024-12-31|||||2024|||11.03.2024|11.03.2024|morizon-OF221016|65|0|||1|||||||||||
Wykończone 2 pok. w zrewitalizowanej inwestycji|849 355 zł||36,50 m²||4/4|4||||||||Wtórny||||Apartamentowiec||2021|||27.11.2023|12.03.2024|morizon-DH483719|198|0|||1|||||||||||
3pokoje Gdańsk Brzeźno 2 balkony od zaraz|869 000 zł||78 m²||4/4|4||||||Tak||Wtórny|2024-01-29|||Blok Mieszkalny||||Co Miejskie|26.01.2024|25.03.2024|morizon-364887|369|0|||3|||||||||||
Mieszkanie 3 pokoje, 2 łazienki|869 941 zł|Deweloperski|72,10 m²||1/4|4||Aneks kuchenny|2||Tak|||Pierwotny||||Budynek wielorodzinny|||||14.07.2023|25.03.2024|morizon-BHN-MS-3689-2|156|0|||2||||PCV|||||||
Apartament z Tarasem Najwyższy Standard, Oliwa|887 959 zł||42,49 m²|||3|||||||Tak|Pierwotny||||Apartamentowiec||2023||Co Miejskie|07.09.2023|01.02.2024|morizon-451043|128|0|||1|||||||||||
700 Metrów do plaży! Kupujący NIE płaci 2% Podatku|1 019 000 zł||65 m²||1/5|5||||||Tak||Wtórny||||||2023||Co Miejskie|26.02.2024|04.04.2024|morizon-903919|222|0|||2|||||||||||
Dwupoziomowe mieszkanie 3-pokojowe 69 m2 (balkon, miejsce postojowe)|890 000 zł||69 m²||1/3|3||||||||Wtórny|Od zaraz||||||||12.03.2024|12.03.2024|morizon-1538433635|243|0||||||||||Tak||||
Zielone płuca Gdańska|976 000 zł||43,73 m²||1/3|3|||||||Tak|Wtórny||||||2023|||08.12.2023|11.03.2024|morizon-650589|189|0|||1|||||||||||
Nadmorska enklawa tuż na wyciągnięcie ręki|990 000 zł||56,91 m²||1/5|5||||||Tak|Nie|Pierwotny||||Apartamentowiec|Konstrukcja mieszana|2023||Co Miejskie|18.12.2023|21.03.2024|morizon-PAN818831|191|0|||2|||||||||||
Villa Jaśkowa - 3 pokoje blisko lasu|1 050 000 zł||55 m²||1/4|4||||||Tak||Wtórny||||||2023|||01.12.2023|10.04.2024|morizon-508497|159|0|||2|||||||||||
4pokojowe mieszkanie/namiastka domu-Gdańsk Orunia|1 080 000 zł|Do wprowadzenia|89,90 m²|||||Jasna z oknem|2||||Tak|Wtórny||||Budynek wielorodzinny|||||26.07.2023|26.03.2024|morizon-BHN-MS-3766|399|0|||3|||||||||||
4 USTAWNE POKOJE Z OGRODEM|1 192 805 zł||92,97 m²|||5||||||||Wtórny|||||||||19.03.2024|17.03.2024|morizon-HEX140854|56|0||||||||||||||
NOWE 4 POKOJE W IDEALNEJ LOKALIZACJI|1 297 912 zł||93,31 m²||4/5|5||||||||Wtórny|||||||||19.03.2024|17.03.2024|morizon-HEX128265|47|0||||||||||||||
Zielone płuca Gdańska|1 445 000 zł||72,32 m²||1/3|3||||||Tak||Wtórny||||||2023|||08.12.2023|11.03.2024|morizon-108602|195|0|||2|||||||||||
Kameralna inwestycja w Oliwie - 4 pokoje|1 872 967 zł||82,04 m²||2/3|3||||||Tak||Pierwotny|2024-06-30|||Apartamentowiec||2023|||12.09.2023|20.02.2024|morizon-DH823941|210|0|||3|||||||||||
Apartament z klimatem miasta|2 099 000 zł||70 m²||4/6|6||||||||Wtórny||||Apartamentowiec||2020||Co Miejskie|22.01.2024|26.01.2024|morizon-EC756390|362|0|||2|||||||||||
Kawalerka z możliwością wydzielenia sypialni|429 000 zł||32,40 m²|||4||||||Tak||Wtórny||||Blok Mieszkalny|Pustak|||Co Miejskie|01.03.2022|01.03.2024|morizon-AG552150|2 386|0||||||||||||||
Atrakcyjna cena! Możliwy kredyt 2%,|463 638 zł||40,67 m²||2/4|4||||||||Pierwotny||||Blok Mieszkalny||2024||Co Miejskie|09.12.2023|25.02.2024|morizon-ECN332839929|174|0||||||||||||||
Kawalerki inwestycyjne w sercu Gdańska|514 144 zł||25,80 m²|25,70 m²|2/4|4||||||Tak||Pierwotny|2024-12-30|||||2024|||19.03.2024|09.04.2024|morizon-294303|73|0||||||||||||||
Rozkładowe mieszkanie z 2 balkonami|526 160 zł|DO WYKOŃCZENIA|54,74 m²||1/3|3||ANEKS KUCHENNY||||||Pierwotny||WŁASNOŚĆ||NISKI BLOK||2023||C.O. Z SIECI MIEJSKIEJ|13.10.2023|08.02.2024|morizon-8284/8976/OMS|283|0||||||||||||||
Idealne do zamieszkania lub pod wynajem|536 923 zł|DO WYKOŃCZENIA|54,35 m²||4/5|5||ANEKS KUCHENNY||||||Pierwotny||WŁASNOŚĆ||NISKI BLOK||2023||C.O. Z SIECI MIEJSKIEJ|27.11.2023|12.02.2024|morizon-8455/8976/OMS|189|0||||||||||||||
Przymorze! 2pokoje po remoncie|539 000 zł||38 m²||10/10|10||||||Tak|Nie|Wtórny||||Falowiec|Wielka płyta|1970||Co Miejskie|16.01.2024|26.01.2024|morizon-PAN949190|703|0||||||||||||||
Mieszkanie 2-pokojowe obok Parku Oruńskiego|540 000 zł||34,60 m²|||4||||||Tak|Nie|Wtórny|||Na wyłączność|Blok Mieszkalny|Wielka płyta|1970||Co Miejskie|21.11.2023|18.02.2024|morizon-PAN940235|352|0||||||||||||||
2 pokoje z ogrodem i garażem|548 000 zł|WYSOKI STANDARD|41 m²|||1||ANEKS KUCHENNY|1|||||Wtórny||WŁASNOŚĆ||NISKI BLOK||2018||C.O. Z SIECI MIEJSKIEJ|16.11.2023|03.04.2024|morizon-1091/13290/OMS|186|0||||||||||||||
Mieszkanie 3pok Gdańsk Orunia PROWIZJA 0%|548 441 zł||61,86 m²||3/4|4||||||Tak||Pierwotny||||||2024||Co Miejskie|08.02.2024|22.03.2024|morizon-290707|100|0||||||||||||||
Inwestycja, 2 kawalerki, PG, GUMED|549 000 zł||50,53 m²||1/3|3||||||||Wtórny|2023-05-10||Na wyłączność|Kamienica|Cegła|1909||Gazowe|11.05.2023|25.07.2023|morizon-FN2013486482|2 295|0|||3|||||||||||
Kompaktowe mieszkanie 3 pokojowe Z OGRODEM|552 500 zł||50,97 m²|52,45 m²||4||||||||Wtórny|2025-12-09|||Blok Mieszkalny||2025|||01.03.2024|01.03.2024|morizon-HEX761956|171|0|||2|||||||||||
Gotowa Inwestycja, Lokal częściowo wykończony|558 500 zł||35,83 m²|||2||||||||Pierwotny||||Apartamentowiec||2023||Gazowe|25.09.2023|08.12.2023|morizon-247042|170|0|||1|||||||||||
Duża kawalerka w Gdańsku|559 732 zł||34,13 m²||1/2|2||||||||Pierwotny|||||||||14.03.2024|14.03.2024|morizon-HEX670576|48|0||||||||||||||
Mieszkanie inwestycyjne blisko Stoczni Gdańskiej|569 000 zł||47,90 m²||2/3|3||||||||Wtórny||||Kamienica|Cegła|1900||Co Miejskie|22.06.2022|05.02.2024|morizon-TC275371|4 224|0||||||||||||||
Oferta Inwestycyjna przy Politechnice Gdańskiej|570 000 zł||70 m²|65,80 m²|2/2|2|2|||||||Wtórny|2023-11-09||Na wyłączność|Blok Mieszkalny||1960||Gazowe|09.11.2023|07.03.2024|morizon-R-254561|898|0||||||||||||||
Trzypokojowe mieszkanie w nowej inwestycji|576 936 zł||53,42 m²||3/5|5||||||||Pierwotny||||Blok Mieszkalny||2023||Co Miejskie|05.10.2023|05.10.2023|morizon-821665|78|0||||||||||||||
3 Pokoje przy Niepołomickiej w Gdańsku (gotowe)|587 736 zł||54,42 m²||1/3|3||||||Tak|Nie|Pierwotny||||Blok Mieszkalny|Inne|2023||Co Miejskie|09.02.2024|09.02.2024|morizon-PAN566392|90|0|||2|||||||||||
"Nowoczesne 3-pokoje | Łostowice"|590 000 zł||58,09 m²||3/4|4||||||||Wtórny|||||||||19.03.2024|18.03.2024|morizon-HEX635244|38|0||||||||||||||
3-pokoje w spokojnej okolicy|591 000 zł||56,66 m²||4/4|4||||||||Wtórny|||||||||19.03.2024|18.03.2024|morizon-HEX544167|35|0||||||||||||||
PIĘKNY APARTAMENT 2 POKOJE, NOWY|595 000 zł|BARDZO WYSOKI STANDARD|42 m²||4/5|5||ANEKS KUCHENNY|1|||Tak||Wtórny||WŁASNOŚĆ|Na wyłączność|NISKI BLOK|PUSTAK|2022||C.O. Z SIECI MIEJSKIEJ|02.01.2023|27.10.2023|morizon-21705/2089/OMS|997|0||||||||||||||
NOWA KAWALERKA Z OGRÓDKIEM|596 742 zł||44,32 m²|||5||||||||Wtórny|||||||||19.03.2024|17.03.2024|morizon-HEX164369|47|0||||||||||||||
Gdańsk Chełm doskonała lokalizacja - 2 minuty do centrum|599 000 zł||53,40 m²||1/4|4||Osobna|||Nie|Tak||Wtórny||Spoldzielcze-wlasnosciowe-KW||Blok|Wielka płyta|1985|||01.12.2023|19.03.2024|morizon-gratka-32665737|632|0||||||||||||||
Wykończona Inwestycja, Wyspa Sobieszewska|609 500 zł||35,81 m²|||2||||||||Pierwotny||||Apartamentowiec||2023||Gazowe|25.09.2023|09.12.2023|morizon-915487|99|0|||1|||||||||||
Wykończona Inwestycja, Wyspa Sobieszewska|609 500 zł||35,81 m²|||2||||||||Pierwotny||||Apartamentowiec||2023||Gazowe|25.09.2023|09.12.2023|morizon-325252|151|0|||1|||||||||||
"Umeblowane mieszkanie 2 pokojowe | rozkładowe | duży balkon | Chełm | świetna lo"|610 000 zł|Dobry|49,50 m²||4/4|4||Oddzielna|1|||||Wtórny||Własność||||1987|||09.01.2024|05.04.2024|morizon-524208|145|0||||||||||||||
Nowa Cena *Prawdziwe zdjęcia*|1 179 000 zł||65,50 m²||13/17|17||||||||Wtórny||||||2021||Co Miejskie|19.02.2024|08.04.2024|morizon-228121|210|25|||2|||||||||||
Przestronne 3 pokojowe mieszkanie- Czeka na Ciebie|620 032 zł|Deweloperski|48,44 m²||4/4|4||||||Tak||Wtórny||Własność||Blok mieszkalny|Pustak ceramiczny|2023||Ogrzewanie miejskie|08.03.2024|18.03.2024|morizon-JEPA859|66|0||||||||||||||
2 pokoje Ciche,spokojne miejsce blisko obwodnicy|637 000 zł||49,37 m²|||2||||||Tak|Nie|Wtórny|||Na wyłączność|Blok Mieszkalny|YTong|2015||Gazowe|17.08.2023|09.10.2023|morizon-PAN763823|448|0|||1|||||||||||
Atrakcyjna nieruchomość z ogródkiem - Ujeścisko|650 000 zł||50,32 m²|||4|1|||||||Wtórny|2023-09-18|||Blok Mieszkalny|Pustak|2016||Co Miejskie|18.09.2023|30.01.2024|morizon-TC863462|1 108|0|||2|||||||||||
Atrakcyjna Inwestycja w Sercu Śródmieścia|659 000 zł||40 m²||2/3|3|1|||||Tak||Wtórny|||Na wyłączność|Kamienica|Cegła|1950||Co Miejskie|02.11.2023|26.02.2024|morizon-WH516212|233|0|||1|||||||||||
Inwestycja do odbioru od zaraz|671 136 zł||69,91 m²|69,88 m²||2|1|||||Tak|Nie|Wtórny|2024-02-29||Na wyłączność|Blok Mieszkalny|Pustak|2022||Co Własne|04.09.2023|02.02.2024|morizon-R-909410|633|0|||2|||||||||||
Sprzedam 3 pokoje Gdańsk Południe|679 000 zł||54,43 m²|||4||||||Nie|Tak|Wtórny||||Blok Mieszkalny|Pustak|2022||Co Miejskie|25.04.2023|20.12.2023|morizon-PAN834502|649|0|||2|||||||||||
3 Pokoje blisko uczelni z pętlą tramwajową|684 000 zł||55,40 m²||5/10|10||||||Tak||Wtórny|||Na wyłączność|Wieżowiec|Wielka płyta|||Co Miejskie|12.12.2023|05.03.2024|morizon-AG152828004|260|0||||||||||||||
Gotowe do odbioru, zapraszam do kontaktu|699 000 zł||60,76 m²|||||||||||Pierwotny||||||2024|||11.03.2024|11.03.2024|morizon-3912/12083/OMS|40|0||||||||||||||
"Mieszkanie w klimatycznej kamienicy | M2 | po remoncie | blisko SKM | Gdańsk Śró"|715 000 zł|Dobry|45 m²||1/3|3||Jasna|1|||||Wtórny||Własność|||Cegła||||24.01.2024|05.04.2024|morizon-524003|97|0||||||||||||||
Wyjątkowe mieszkanie na Oruni Górnej|717 570 zł||53,55 m²|||3||||||||Wtórny||||||2023|||15.03.2024|04.03.2024|morizon-HEX403472|48|0||||||||||||||
Dwlupoziomowe dla rodziny|724 990 zł||62,60 m²||3/3|3||||||Tak|Nie|Wtórny||||Blok Mieszkalny|Pustak|2001||Elektryczne|23.08.2023|13.10.2023|morizon-PAN525866|586|0||||||||||||||
Gotowe do zamieszkania w super stanie|736 000 zł||71,80 m²|68 m²|2/3|3||||||Tak||Wtórny|||Na wyłączność|||2011|||31.10.2023|29.03.2024|morizon-342881|319|0|||2|||||||||||
Piękne mieszkanie z potencjałem|746 888 zł||41,96 m²|||2||||||||Pierwotny|||||||||14.03.2024|14.03.2024|morizon-HEX603648|39|0||||||||||||||
Nowe wykończone 3 pokoje blisko Orunia Góna|749 500 zł||53,55 m²||3/3|3||||||||Wtórny||||||2023|||19.02.2024|19.02.2024|morizon-HEX847776|129|0||||||||||||||
4 funkcjonalne pokoje z pięknym widokiem Suchanino|750 000 zł||64 m²||4/4|4||||||Tak||Wtórny||||Blok Mieszkalny|Wielka płyta|1975||Co Miejskie|30.09.2023|15.03.2024|morizon-BU956872|302|0|||3|||||||||||
3 pokoje z dużym balkonem|750 000 zł||54,47 m²||2/3|3||||||Tak|Nie|Wtórny||||Blok Mieszkalny|Cement|2020||Co Miejskie|20.12.2022|24.05.2023|morizon-PAN582579|1 235|0||||||||||||||
Komfortowe mieszkanie na Oruni Górnej|759 000 zł||58,69 m²|||3||||||||Wtórny|2024-03-04|||||2023|||11.03.2024|04.03.2024|morizon-HEX288878|37|0||||||||||||||
3 POKOJE Z BALKONEM MIESZKANIE W UROKLIWYM MIEJSC|759 000 zł||69,70 m²||1/3|3||||||Tak|Nie|Wtórny||||Blok Mieszkalny|Pustak|2009||Co Miejskie|16.08.2023|13.10.2023|morizon-PAN848227|433|0||||||||||||||
Jasne i przestronne 3 pokoje|780 000 zł||71,14 m²||2/3|3|1|||||Tak||Wtórny||||Blok Mieszkalny||2017||Co Miejskie|25.04.2023|20.10.2023|morizon-PH106457|441|0|||2|||||||||||
Gdańsk, Morena, 3 lub 4 pokoje do wejścia|789 000 zł||73,80 m²||3/4|4||||||||Wtórny|||Na wyłączność|||1980||Co Miejskie|22.01.2024|24.02.2024|morizon-PH955438|230|0||||||||||||||
4 pokojowe mieszkanie na Ujeścisku|799 000 zł||78,20 m²||2/3|3|1|||||Tak||Wtórny|2024-06-30|||Blok Mieszkalny||1998|||08.01.2024|28.02.2024|morizon-R-266462|222|0||||||||||||||
Sprzedam 2 pokojowy apartament Gdańsk Morena|799 000 zł||39,80 m²||4/8|8||||||Tak|Nie|Wtórny||||Blok Mieszkalny|Inne|2015||Co Miejskie|14.07.2023|10.01.2024|morizon-PAN550572|609|0|||1|||||||||||
Gdańsk Hotel Grano - apartament nad Motławą|799 000 zł||28,92 m²||3/6|6||||||Tak||Wtórny|||Na wyłączność|Apartamentowiec||2020|||26.05.2023|27.07.2023|morizon-DH502071|356|0||||||||||||||
Wyjątkowe dwupoziomowe mieszkanie // Dla rodziny|829 000 zł||71,04 m²||2/2|2||||||Tak|Tak|Wtórny|||Na wyłączność||||||04.12.2023|11.03.2024|morizon-WE263409|555|0|||3|||||||||||
4-pokojowe mieszkanie na Ujeścisku, Łódzka|849 990 zł||78,20 m²|||3||||||Tak||Wtórny||||||1998||Co Miejskie|10.01.2024|07.04.2024|morizon-PH753357|137|0||||||||||||||
NOWE 4 pokoje z balkonem, funkcjonalny układ|865 878 zł||77,12 m²||1/4|4||||||Tak||Pierwotny|2025-06-30|||Apartamentowiec||2025||Co Miejskie|31.01.2024|12.02.2024|morizon-DH320186|143|0||||||||||||||
Mieszkanie z widokiem na morze|870 000 zł||60 m²||4/4|4||||||Tak|Nie|Wtórny||||Blok Mieszkalny|Wielka płyta|1991||Co Miejskie|18.10.2023|01.01.2024|morizon-PAN768332|392|0||||||||||||||
3 POKOJE NA NOWYM OSIEDLIU|870 539 zł||72,10 m²||1/5|5||||||||Wtórny|||||||||19.03.2024|17.03.2024|morizon-HEX129548|50|0||||||||||||||
Gotowiec inwestycyjny - 2-pak (2x 2 pokoje)|879 000 zł||60,45 m²|||4|1|||||Nie|Nie|Wtórny||||Blok Mieszkalny|Cegła|1962||Co Miejskie|29.09.2022|22.02.2023|morizon-PAN645114|942|0||||||||||||||
2-pok. mieszkanie z garderobą z widokiem na rzekę|890 000 zł|WYSOKI STANDARD|52,68 m²||3/5|5||ANEKS KUCHENNY|1|||||Wtórny|||Na wyłączność|NISKI BLOK||2011||C.O. Z SIECI MIEJSKIEJ|20.09.2023|08.11.2023|morizon-22356/2089/OMS|592|0||||||||||||||
"Funkcjonalne 77mkw, nowe osiedle | MORENA"|890 865 zł||77,12 m²||2/4|4||||||Tak||Wtórny||||||2025|||26.02.2024|10.04.2024|morizon-HEX776124|188|0||||||||||||||
Gdańsk Nowy Port, 5 pok 100m2|920 000 zł||98,69 m²||2/4|4||||||Nie|Nie|Wtórny|||Na wyłączność|Blok Mieszkalny|Cegła|1936||Co Miejskie|12.10.2023|17.01.2024|morizon-PAN412666|385|0||||||||||||||
Urokliwe mieszkanie na Starym Mieście|920 000 zł||40 m²||4/4|4||||||||Wtórny||||Kamienica||1952||Co Miejskie|03.10.2023|05.12.2023|morizon-904685|222|0||||||||||||||
Apartament 2 pokoje z pięknym widokiem|928 067 zł||48,15 m²||10/10|10||||||Tak||Pierwotny|2026-02-02|||||2025|||29.02.2024|13.03.2024|morizon-176271|77|0||||||||||||||
Nowe, 3-pokojowe, Morena-Jasień|930 315 zł|Deweloperski|61 m²|||||||||Tak||Pierwotny||||Budynek wielorodzinny||2025|||23.02.2024|23.02.2024|morizon-BHN-MS-4063|56|0||||||||5,92 m²||||||
Opis nieruchomości|1 570 868 zł||71,08 m²|||||||||||Pierwotny||||||2024|||01.03.2024|10.04.2024|morizon-28-28.7|494|126|KAMIENNA 28|||||||||||||
4 pokoje, 2 balkony, piwnica i miejsce w hali|946 000 zł||85,70 m²||4/4|4|1|||||Tak||Wtórny||||Blok Mieszkalny|YTong|2013||Co Miejskie|10.01.2022|03.01.2024|morizon-PAN270748|2 282|0||||||||||||||
2 pokoje, blisko Starówki, widok na Motławę|950 000 zł||38 m²||2/6|6|1|||||Tak||Wtórny|||Na wyłączność|Apartamentowiec|Silikat|2021||Co Miejskie|01.12.2023|26.01.2024|morizon-WH941245133|209|0|||1|||||||||||
Klimatyczne dwupoziomowe mieszkanie z ogrodem|970 000 zł||92,70 m²||2/2|2||||||||Wtórny||||Kamienica|Cegła|1887||Gazowe|02.12.2022|23.10.2023|morizon-PH791488|2 074|0||||||||||||||
"Nowe 4 pokoje z dużym ogrodem | MORENA"|980 513 zł||85,76 m²|||4||||||||Wtórny||||||2025|||26.02.2024|10.04.2024|morizon-HEX871527|158|0||||||||||||||
Urokliwe mieszkanie Gdańskiej kamienicy|997 000 zł||62,50 m²||2/4|4||||||Nie|Nie|Wtórny||||Kamienica|Cegła|1903||Co Własne|26.09.2023|06.02.2024|morizon-PAN521377|693|0|||2|||||||||||
Balkon, winda, hala garażowa|1 020 000 zł||68,84 m²|||6|||||||Tak|Wtórny|2023-10-02|||Blok Mieszkalny||2023|||09.10.2023|15.02.2024|morizon-DH774289|239|0||||||||||||||
Bastion Wałowa, 3-pok z halą garażową|1 030 000 zł||57,33 m²||2/17|17||||||Tak|Nie|Wtórny||||Apartamentowiec|Inne|2018||Co Miejskie|19.10.2023|23.01.2024|morizon-PAN168182|388|0||||||||||||||
Apartament w środku parku! Ogród, fitness, plaża|1 130 000 zł|DO WYKOŃCZENIA|46,40 m²||3/3|3||ANEKS KUCHENNY|1|||Tak||Wtórny||WŁASNOŚĆ|Na wyłączność|APARTAMENTOWIEC||2023||C.O. Z SIECI MIEJSKIEJ|08.12.2023|12.01.2024|morizon-28103/3685/OMS|497|0||||||||||||||
Przestronne mieszkanie w centrum Wrzeszcza ✔️|1 190 000 zł||108 m²||3/3|3||||||Nie||Wtórny||||Kamienica|Cegła|1900||Gazowe|08.03.2022|03.06.2023|morizon-ONS698450|2 319|0||||||||||||||
Duży ogród! Garaż! Trzy pokoje! Gdańsk Siedlce|1 199 000 zł||78,80 m²|||1|||||||Tak|Wtórny||||Kamienica||1932||Gazowe|01.12.2023|19.03.2024|morizon-BU917207|160|0|||3|||||||||||
Apartament z widokiem na marinę w Sol Marina|1 199 000 zł||40 m²|39,86 m²|1/2|2|1|||||Tak|Tak|Wtórny|2023-10-26||Na wyłączność|Apartamentowiec|Inne|2023||Co Miejskie|26.10.2023|17.11.2023|morizon-WH851269|133|0|||1|||||||||||
Bezczynszowe mieszkanie z ogrodem 600 m2|1 199 000 zł||78,80 m²|||1||||||Nie|Nie|Wtórny||||Kamienica|Cegła|1932||Gazowe|18.07.2023|09.09.2023|morizon-PAN209306|332|0||||||||||||||
Słoneczne trzypokojowe mieszkanie w Nowej Letnicy|1 200 000 zł||68,30 m²|63,73 m²|1/5|5||||||||Wtórny||||||2022|||22.05.2023|27.03.2024|morizon-973552|358|0|||2|||||||||||
Centrum Gdańska - 4 pokoje - pod inwestycję|1 250 000 zł||107 m²||2/3|3||||||Tak||Wtórny||||Kamienica||1920||Gazowe|23.10.2023|13.01.2024|morizon-CP293767|234|0|||4|||||||||||
Mieszkanie 4 pokoje, piękny widok, wysoki standard|1 250 000 zł||86,04 m²||5/5|5|||||||Tak|Wtórny||||||2022||Co Miejskie|20.10.2023|11.01.2024|morizon-HEX194264|353|0|||3|||||||||||
"Nowe wykończone 3 pokoje | Perspektywa Eurostyl"|1 271 200 zł||72,64 m²||2/4|4||||||Tak||Wtórny|2023-09-05||Na wyłączność|Apartamentowiec|Konstrukcja mieszana|2022||Co Miejskie|26.10.2023|17.01.2024|morizon-TC630942|239|0|||2|||||||||||
Jaśkowa Dolina - 102 m2 - 4 pokoje|1 299 225 zł|Dobry|101,90 m²||1/4|4||Widna||||Tak||Wtórny|2023-10-31|Własność|Na wyłączność|Kamienica|Cegła|1900||Gazowe|23.10.2023|02.01.2024|morizon-394|724|0|||3|||320 cm|PCV|3 m²||||||
OKAZJA! Mikroapartamenty lub luksusowe mieszkanie|1 399 000 zł|DO REMONTU KAPIT.|107 m²|||||ODDZIELNA|1|||Tak||Wtórny||WSPÓŁWŁASNOŚĆ||KAMIENICA|CEGŁA|1966||C.O. Z SIECI MIEJSKIEJ|31.05.2023|03.09.2023|morizon-25792/3685/OMS|320|0||||||270 cm||||||||
Okazja 16 pietro z widokiem na morze|1 399 000 zł||46,80 m²||16/17|17|1|||||||Wtórny||||Apartamentowiec||2006||Co Miejskie|12.04.2023|09.01.2024|morizon-DH577612|855|0|||1|||||||||||
Klimatyczne mieszkanie w kamienicy przy Motławie|1 400 000 zł||83,92 m²||1/4|4||||||Tak|Nie|Wtórny||||Kamienica|Cegła|1930||Gazowe|05.08.2022|23.11.2022|morizon-PAN509136|2 385|0||||||||||||||
Dwa zarabiające apartamenty przy Motławie|1 449 000 zł||58 m²||2/6|6|1|||||Tak||Wtórny|||Na wyłączność|Apartamentowiec|Cegła|2019||Co Miejskie|16.03.2023|20.12.2023|morizon-WH748889|1 420|0|||3|||||||||||
Apartament gotowy do wydania Perspektywa|1 720 000 zł||96,94 m²||2/4|4||||||Tak||Wtórny|2023-09-05||Na wyłączność|Apartamentowiec|Konstrukcja mieszana|2022||Co Miejskie|05.09.2023|11.01.2024|morizon-TC531339|582|0|||3|||||||||||
Opis nieruchomości|1 750 000 zł||86 m²|||3|||||||Tak|Wtórny||||||2011|||20.11.2023|08.04.2024|morizon-HEX754122|272|0||||||||||||||
Podwójny apartament w Prestiżowej Lokalizacji|1 835 000 zł||55,85 m²|49,96 m²|5/7|7|1|||||||Wtórny|||Na wyłączność|Apartamentowiec|YTong|2019||Co Miejskie|29.03.2023|18.09.2023|morizon-WH448454|1 194|0|||2|||||||||||
2 pokojowe mieszkanie z 150 m ogrodem w Oliwie|1 880 000 zł||65 m²||1/2|2|1|||||||Wtórny||||Kamienica|Cegła|1906||Elektryczne|14.04.2022|16.11.2022|morizon-WH488695|1 477|0|||2|||||||||||
Apartament nad Motławą z 50 m tarsem|1 950 000 zł||85 m²||4/4|4||||||Tak|Tak|Wtórny||||Apartamentowiec|Pustak|2006||Co Miejskie|25.10.2023|15.02.2024|morizon-PAN485371|374|0||||||||||||||
Wyspa Sobieszewska 2 wykończone apartamenty|2 040 000 zł||113,31 m²|||2||||||Tak|Tak|Wtórny||||Segment Środkowy||2015||Gazowe|22.09.2023|02.12.2023|morizon-DH346642|240|0||||||||||||||
Gdańsk Stare Miasto- dwa wyposażone apartamenty|2 099 000 zł||112,10 m²||2/3|3||||||Tak||Wtórny||||Kamienica||1962||Gazowe|25.09.2023|08.12.2023|morizon-DH487044|279|0|||2|||||||||||
Gdańsk Oliwa, Apartament trzypokojowy / Spa|2 234 930 zł||93,20 m²|88,77 m²|2/3|3||||||||Wtórny||||Apartamentowiec||2022|||09.03.2023|03.06.2023|morizon-DH176364|571|0|||2|||||||||||
Apartament 5 pokojowy z widokiem na morze|2 298 400 zł||112,55 m²||10/10|10||||||||Pierwotny|2026-01-15|||||2026|||29.02.2024|13.03.2024|morizon-589481|85|0||||||||||||||
Całe piętro kamienicy przystosowane dla 3 rodzin|2 312 975 zł||132,17 m²||1/3|3||||||Tak|Nie|Wtórny||||Kamienica|Cegła|1900||Elektryczne|24.10.2022|23.01.2024|morizon-PAN831993|1 598|0||||||||||||||
Komfortowy apartament z widokiem na marinę|2 560 000 zł||80 m²||2/2|2|1|||||Tak||Wtórny|||Na wyłączność|Apartamentowiec|Silikat|2021||Co Miejskie|03.01.2023|25.01.2024|morizon-WH390002408|1 643|0|||2|||||||||||
Wysoki standard z pełnym wyposażeniem|2 799 000 zł||94,05 m²|||4||||||Tak|Tak|Wtórny||||Blok Mieszkalny|Pustak|2020||Co Miejskie|24.03.2023|19.09.2023|morizon-PAN991450|937|0||||||||||||||
